Page,EntryNo,Level,Name,Tier,Cost,Date
126,4,Level 10,Level 10 Crimson Flame Gem,Tier 3,130000,2022.09.19
126,5,Level 6,Azure Gem,Tier 2,20,2022.09.19
126,6,Level 5,Azure Gem,Tier 2,4,2022.09.19
126,7,Level 6,Farsea Gem,Tier 2,17,2022.09.19
126,8,Level 8,Azure Gem,Tier 2,400,2022.09.19
126,9,Level 8,Farsea Gem,Tier 2,400,2022.09.19
126,10,Level 7,FarseaGem,Tier 2,200,2022.09.19
127,1,Level 7,Azure Gem,Tier 2,191,2022.09.19
127,2,Level 8,Annihilation Gem,Tier 3,30900,2022.09.19
127,3,Level 9,Crimson Flame Gem,Tier 3,88000,2022.09.19
127,4,Level 9,Crimson Flame Gem,Tier 3,88799,2022.09.19
127,5,Level 8,Annihilation Gem,Tier 3,30000,2022.09.19
127,6,Level 9,Crimson Flame Gem,Tier 3,88500,2022.09.19
127,7,Level 8,Crimson Flame Gem,Tier 3,29500,2022.09.19
127,8,Level 4,Farsea Gem,Tier 2,10,2022.09.19
127,9,Level 5,Azure Gem,Tier 2,10,2022.09.19
127,10,Level 5,Azure Gem,Tier 2,10,2022.09.19
128,1,Level 7,Farsea Gem,Tier 2,225,2022.09.19
128,2,Level 4,Azure Gem,Tier 2,10,2022.09.19
128,3,Level 9,Crimson Flame Gem,Tier 3,75245,2022.09.19
128,4,Level 7,Azure Gem,Tier 2,100,2022.09.19
128,5,Level 6,Farsea Gem,Tier 2,200,2022.09.19
128,6,Level 7,Azure Gem,Tier 2,500034,2022.09.19
128,7,Level 7,Azure Gem,Tier 2,200,2022.09.19
128,8,Level 6,Farsea Gem,Tier 2,100,2022.09.19
128,9,Level 5,Azure Gem,Tier 2,10,2022.09.19
128,10,Level 10,Level 10 Annihilation Gem,Tier 3,450000,2022.09.19
129,1,Level 7,Azure Gem,Tier 2,220000,2022.09.19
129,2,Level 7,Azure Gem,Tier 2,220000,2022.09.19
129,3,Level 7,Azure Gem,Tier 2,250,2022.09.19
129,4,Level 7,Azure Gem,Tier 2,250,2022.09.19
129,5,Level 8,Azure Gem,Tier 2,210,2022.09.19
129,6,Level 5,Azure Gem,Tier 2,7,2022.09.19
129,7,Level 8,Annihilation Gem,Tier 3,31999,2022.09.19
129,8,Level 4,Farsea Gem,Tier 2,7,2022.09.19
129,9,Level 4,Azure Gem,Tier 2,7,2022.09.19
129,10,Level 6,Azure Gem,Tier 2,85,2022.09.19
130,1,Level 6,Farsea Gem,Tier 2,50,2022.09.19
130,2,Level 8,FarseaGem,Tier 2,400,2022.09.19
130,3,Level 4,Azure Gem,Tier 2,10,2022.09.19
130,4,Level 7,Azure Gem,Tier 2,400,2022.09.19
130,5,Level 7,Azure Gem,Tier 2,280001,2022.09.19
130,6,Level 7,Azure Gem,Tier 2,300,2022.09.19
130,7,Level 7,Azure Gem,Tier 2,300,2022.09.19
130,8,Level 7,Azure Gem,Tier 2,300,2022.09.19
130,9,Level 8,Azure Gem,Tier 2,400,2022.09.19
130,10,Level 7,FarseaGem,Tier 2,150,2022.09.19
131,1,Level 7,Azure Gem,Tier 2,150,2022.09.19
131,2,Level 6,Farsea Gem,Tier 2,17,2022.09.19
131,3,Level 7,Azure Gem,Tier 2,100035,2022.09.19
131,4,Level 7,Azure Gem,Tier 2,280,2022.09.19
131,5,Level 7,Farsea Gem,Tier 2,280,2022.09.19
131,6,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.19
131,7,Level 4,Farsea Gem,Tier 2,7,2022.09.19
131,8,Level 6,Farsea Gem,Tier 2,70021,2022.09.19
131,9,Level 6,Farsea Gem,Tier 2,110031,2022.09.19
131,10,Level 6,Azure Gem,Tier 2,250,2022.09.19
132,1,Level 10,Level 10 Crimson Flame Gem,Tier 3,127338,2022.09.19
132,2,Level 8,Annihilation Gem,Tier 3,29400,2022.09.19
132,3,Level 4,Azure Gem,Tier 2,50000,2022.09.19
132,4,Level 6,Farsea Gem,Tier 2,100000,2022.09.19
132,5,Level 6,Farsea Gem,Tier 2,80,2022.09.19
132,6,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.19
132,7,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.19
132,8,Level 9,Annihilation Gem,Tier 3,105000,2022.09.19
132,9,Level 6,Farsea Gem,Tier 2,15,2022.09.19
132,10,Level 5,Azure Gem,Tier 2,80077,2022.09.19
133,1,Level 4,Farsea Gem,Tier 2,4204,2022.09.19
133,2,Level 4,Farsea Gem,Tier 2,8739,2022.09.19
133,3,Level 4,Farsea Gem,Tier 2,10,2022.09.19
133,4,Level 8,Azure Gem,Tier 2,500,2022.09.19
133,5,Level 7,Azure Gem,Tier 2,300,2022.09.19
133,6,Level 4,Farsea Gem,Tier 2,10,2022.09.19
133,7,Level 6,Farsea Gem,Tier 2,69,2022.09.19
133,8,Level 6,Farsea Gem,Tier 2,50,2022.09.19
133,9,Level 4,Farsea Gem,Tier 2,4000,2022.09.18
133,10,Level 4,Farsea Gem,Tier 2,1250,2022.09.18
134,1,Level 4,Farsea Gem,Tier 2,4000,2022.09.18
134,2,Level 4,Farsea Gem,Tier 2,4000,2022.09.18
134,3,Level 4,Azure Gem,Tier 2,4000,2022.09.18
134,4,Level 4,Azure Gem,Tier 2,5500,2022.09.18
134,5,Level 4,Azure Gem,Tier 2,20,2022.09.18
134,6,Level 4,Azure Gem,Tier 2,5000,2022.09.18
134,7,Level 4,Azure Gem,Tier 2,6000,2022.09.18
134,8,Level 6,Farsea Gem,Tier 2,25,2022.09.18
134,9,Level 6,Farsea Gem,Tier 2,26,2022.09.18
134,10,Level 6,Farsea Gem,Tier 2,19,2022.09.18
135,1,Level 6,Farsea Gem,Tier 2,19,2022.09.18
135,2,Level 6,Farsea Gem,Tier 2,19,2022.09.18
135,3,Level 4,Farsea Gem,Tier 2,4000,2022.09.18
135,4,Level 4,Farsea Gem,Tier 2,10,2022.09.18
135,5,Level 5,Azure Gem,Tier 2,10,2022.09.18
135,6,Level 5,Azure Gem,Tier 2,10,2022.09.18
135,7,Level 6,Azure Gem,Tier 2,10,2022.09.18
135,8,Level 4,Azure Gem,Tier 2,1,2022.09.18
135,9,Level 4,Azure Gem,Tier 2,1,2022.09.18
135,10,Level 5,Azure Gem,Tier 2,1500,2022.09.18
136,1,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
136,2,Level 8,Annihilation Gem,Tier 3,34000,2022.09.18
136,3,Level 8,Annihilation Gem,Tier 3,31000,2022.09.18
136,4,Level 6,Azure Gem,Tier 2,50,2022.09.18
136,5,Level 8,Annihilation Gem,Tier 3,28999,2022.09.18
136,6,Level 8,Annihilation Gem,Tier 3,26900,2022.09.18
136,7,Level 6,Farsea Gem,Tier 2,6500,2022.09.18
136,8,Level 8,Crimson Flame Gem,Tier 3,31000,2022.09.18
136,9,Level 6,Azure Gem,Tier 2,50,2022.09.18
136,10,Level 7,FarseaGem,Tier 2,500,2022.09.18
137,1,Level 8,Crimson Flame Gem,Tier 3,31000,2022.09.18
137,2,Level 8,Annihilation Gem,Tier 3,30000,2022.09.18
137,3,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
137,4,Level 4,Azure Gem,Tier 2,15,2022.09.18
137,5,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
137,6,Level 7,FarseaGem,Tier 2,888,2022.09.18
137,7,Level 4,Azure Gem,Tier 2,1,2022.09.18
137,8,Level 8,Crimson Flame Gem,Tier 3,29999,2022.09.18
137,9,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
137,10,Level 6,Azure Gem,Tier 2,50,2022.09.18
138,1,Level 6,Farsea Gem,Tier 2,50,2022.09.18
138,2,Level 6,Azure Gem,Tier 2,50,2022.09.18
138,3,Level 6,Farsea Gem,Tier 2,50,2022.09.18
138,4,Level 7,Azure Gem,Tier 2,100,2022.09.18
138,5,Level 7,Azure Gem,Tier 2,5,2022.09.18
138,6,Level 4,Azure Gem,Tier 2,1200,2022.09.18
138,7,Level 5,Azure Gem,Tier 2,1200,2022.09.18
138,8,Level 4,Azure Gem,Tier 2,1400,2022.09.18
138,9,Level 4,Azure Gem,Tier 2,10,2022.09.18
138,10,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
139,1,Level 7,Azure Gem,Tier 2,100021,2022.09.18
139,2,Level 7,Farsea Gem,Tier 2,100022,2022.09.18
139,3,Level 7,Farsea Gem,Tier 2,100023,2022.09.18
139,4,Level 7,FarseaGem,Tier 2,500,2022.09.18
139,5,Level 7,Farsea Gem,Tier 2,260,2022.09.18
139,6,Level 7,FarseaGem,Tier 2,200,2022.09.18
139,7,Level 4,Azure Gem,Tier 2,1501,2022.09.18
139,8,Level 7,Azure Gem,Tier 2,280,2022.09.18
139,9,Level 9,Crimson Flame Gem,Tier 3,88000,2022.09.18
139,10,Level 10,Level 10 Crimson Flame Gem,Tier 3,150000,2022.09.18
140,1,Level 6,Farsea Gem,Tier 2,1500,2022.09.18
140,2,Level 7,Azure Gem,Tier 2,200,2022.09.18
140,3,Level 7,FarseaGem,Tier 2,200,2022.09.18
140,4,Level 7,FarseaGem,Tier 2,200,2022.09.18
140,5,Level 7,Azure Gem,Tier 2,200,2022.09.18
140,6,Level 7,Azure Gem,Tier 2,200,2022.09.18
140,7,Level 7,FarseaGem,Tier 2,199,2022.09.18
140,8,Level 7,Azure Gem,Tier 2,155,2022.09.18
140,9,Level 7,Azure Gem,Tier 2,150,2022.09.18
140,10,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
141,1,Level 6,Azure Gem,Tier 2,70,2022.09.18
141,2,Level 6,Azure Gem,Tier 2,50,2022.09.18
141,3,Level 6,Farsea Gem,Tier 2,40,2022.09.18
141,4,Level 6,Azure Gem,Tier 2,6,2022.09.18
141,5,Level 8,Azure Gem,Tier 2,350,2022.09.18
141,6,Level 7,FarseaGem,Tier 2,99,2022.09.18
141,7,Level 7,Azure Gem,Tier 2,99,2022.09.18
141,8,Level 8,Annihilation Gem,Tier 3,30000,2022.09.18
141,9,Level 8,Annihilation Gem,Tier 3,30000,2022.09.18
141,10,Level 7,FarseaGem,Tier 2,110,2022.09.18
142,1,Level 6,Azure Gem,Tier 2,80,2022.09.18
142,2,Level 10,Level 10 Azure Gem,Tier 2,5500,2022.09.18
142,3,Level 6,Farsea Gem,Tier 2,6000,2022.09.18
142,4,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.18
142,5,Level 8,Crimson Flame Gem,Tier 3,29999,2022.09.18
142,6,Level 8,Annihilation Gem,Tier 3,29999,2022.09.18
142,7,Level 9,Annihilation Gem,Tier 3,110000,2022.09.18
142,8,Level 7,FarseaGem,Tier 2,100000,2022.09.18
142,9,Level 6,Azure Gem,Tier 2,100000,2022.09.18
142,10,Level 8,Crimson Flame Gem,Tier 3,29500,2022.09.18
143,1,Level 8,Crimson Flame Gem,Tier 3,29500,2022.09.18
143,2,Level 9,Crimson Flame Gem,Tier 3,90000,2022.09.18
143,3,Level 9,Crimson Flame Gem,Tier 3,89000,2022.09.18
143,4,Level 9,Annihilation Gem,Tier 3,110000,2022.09.18
143,5,Level 9,Annihilation Gem,Tier 3,110000,2022.09.18
143,6,Level 9,Azure Gem,Tier 2,1500,2022.09.18
143,7,Level 6,Azure Gem,Tier 2,80000,2022.09.18
143,8,Level 8,Azure Gem,Tier 2,150,2022.09.17
143,9,Level 8,Azure Gem,Tier 2,150,2022.09.17
143,10,Level 7,FarseaGem,Tier 2,199,2022.09.17
144,1,Level 9,Crimson Flame Gem,Tier 3,84000,2022.09.17
144,2,Level 9,Crimson Flame Gem,Tier 3,82000,2022.09.17
144,3,Level 7,Farsea Gem,Tier 2,50,2022.09.17
144,4,Level 6,Azure Gem,Tier 2,16,2022.09.17
144,5,Level 8,Crimson Flame Gem,Tier 3,29500,2022.09.17
144,6,Level 7,FarseaGem,Tier 2,17720,2022.09.17
144,7,Level 6,Azure Gem,Tier 2,17240,2022.09.17
144,8,Level 8,Crimson Flame Gem,Tier 3,29000,2022.09.17
144,9,Level 8,Crimson Flame Gem,Tier 3,28999,2022.09.17
144,10,Level 8,Annihilation Gem,Tier 3,28000,2022.09.17
145,1,Level 8,Crimson Flame Gem,Tier 3,27999,2022.09.17
145,2,Level 7,Farsea Gem,Tier 2,17480,2022.09.17
145,3,Level 7,Farsea Gem,Tier 2,320,2022.09.17
145,4,Level 7,FarseaGem,Tier 2,300,2022.09.17
145,5,Level 8,Crimson Flame Gem,Tier 3,27000,2022.09.17
145,6,Level 8,Annihilation Gem,Tier 3,30000,2022.09.17
145,7,Level 6,Farsea Gem,Tier 2,11,2022.09.17
145,8,Level 6,Farsea Gem,Tier 2,17200,2022.09.17
145,9,Level 6,Azure Gem,Tier 2,100,2022.09.17
145,10,Level 6,Farsea Gem,Tier 2,100,2022.09.17
146,1,Level 6,Azure Gem,Tier 2,15420,2022.09.17
146,2,Level 9,Annihilation Gem,Tier 3,94999,2022.09.17
146,3,Level 6,Azure Gem,Tier 2,80,2022.09.17
146,4,Level 8,Crimson Flame Gem,Tier 3,28000,2022.09.17
146,5,Level 6,Farsea Gem,Tier 2,50035,2022.09.17
146,6,Level 9,Annihilation Gem,Tier 3,94000,2022.09.17
146,7,Level 6,Azure Gem,Tier 2,600,2022.09.17
146,8,Level 9,Annihilation Gem,Tier 3,95000,2022.09.17
146,9,Level 6,Farsea Gem,Tier 2,1400,2022.09.17
146,10,Level 9,Farsea Gem,Tier 2,1190,2022.09.17
147,1,Level 7,Farsea Gem,Tier 2,200,2022.09.17
147,2,Level 7,Azure Gem,Tier 2,195,2022.09.17
147,3,Level 7,Azure Gem,Tier 2,190,2022.09.17
147,4,Level 6,Azure Gem,Tier 2,60,2022.09.17
147,5,Level 6,Azure Gem,Tier 2,50000,2022.09.17
147,6,Level 6,Azure Gem,Tier 2,100,2022.09.17
147,7,Level 6,Farsea Gem,Tier 2,1300,2022.09.17
147,8,Level 6,Azure Gem,Tier 2,100013,2022.09.17
147,9,Level 6,Azure Gem,Tier 2,100026,2022.09.17
147,10,Level 6,Farsea Gem,Tier 2,50,2022.09.17
148,1,Level 8,Annihilation Gem,Tier 3,29998,2022.09.17
148,2,Level 8,Crimson Flame Gem,Tier 3,28999,2022.09.17
148,3,Level 6,Azure Gem,Tier 2,60,2022.09.17
148,4,Level 6,Azure Gem,Tier 2,60,2022.09.17
148,5,Level 8,Crimson Flame Gem,Tier 3,26999,2022.09.17
148,6,Level 10,Level 10 Crimson Flame Gem,Tier 3,130000,2022.09.17
148,7,Level 8,Annihilation Gem,Tier 3,10000,2022.09.17
148,8,Level 7,FarseaGem,Tier 2,190,2022.09.17
148,9,Level 7,Farsea Gem,Tier 2,150,2022.09.17
148,10,Level 9,Annihilation Gem,Tier 3,11990,2022.09.17
149,1,Level 6,Azure Gem,Tier 2,105,2022.09.17
149,2,Level 4,Azure Gem,Tier 2,16,2022.09.17
149,3,Level 6,Farsea Gem,Tier 2,20775,2022.09.17
149,4,Level 8,Annihilation Gem,Tier 3,28999,2022.09.17
149,5,Level 8,Crimson Flame Gem,Tier 3,28900,2022.09.17
149,6,Level 6,Farsea Gem,Tier 2,60,2022.09.17
149,7,Level 9,Crimson Flame Gem,Tier 3,83000,2022.09.17
149,8,Level 6,Farsea Gem,Tier 2,40,2022.09.17
149,9,Level 4,Azure Gem,Tier 2,12,2022.09.16
149,10,Level 4,Azure Gem,Tier 2,12,2022.09.16
150,1,Level 4,Farsea Gem,Tier 2,12,2022.09.16
150,2,Level 8,Azure Gem,Tier 2,100000,2022.09.16
150,3,Level 7,Farsea Gem,Tier 2,650,2022.09.16
150,4,Level 7,FarseaGem,Tier 2,600,2022.09.16
150,5,Level 5,Azure Gem,Tier 2,160,2022.09.16
150,6,Level 8,Annihilation Gem,Tier 3,27500,2022.09.16
150,7,Level 8,Annihilation Gem,Tier 3,27500,2022.09.16
150,8,Level 6,Farsea Gem,Tier 2,11,2022.09.16
150,9,Level 6,Azure Gem,Tier 2,10,2022.09.16
150,10,Level 4,Farsea Gem,Tier 2,1500,2022.09.16
151,1,Level 8,Crimson Flame Gem,Tier 3,29000,2022.09.16
151,2,Level 8,Crimson Flame Gem,Tier 3,27000,2022.09.16
151,3,Level 6,Azure Gem,Tier 2,80000,2022.09.16
151,4,Level 8,Annihilation Gem,Tier 3,31000,2022.09.16
151,5,Level 6,Farsea Gem,Tier 2,50000,2022.09.16
151,6,Level 8,Annihilation Gem,Tier 3,28000,2022.09.16
151,7,Level 7,Farsea Gem,Tier 2,4500,2022.09.16
151,8,Level 7,Farsea Gem,Tier 2,20,2022.09.16
151,9,Level 4,Azure Gem,Tier 2,25,2022.09.16
151,10,Level 8,Annihilation Gem,Tier 3,28000,2022.09.16
152,1,Level 8,Crimson Flame Gem,Tier 3,27500,2022.09.16
152,2,Level 5,Azure Gem,Tier 2,40,2022.09.16
152,3,Level 9,Farsea Gem,Tier 2,800,2022.09.16
152,4,Level 8,FarseaGem,Tier 2,100003,2022.09.16
152,5,Level 8,Crimson Flame Gem,Tier 3,30000,2022.09.16
152,6,Level 10,Level 10 Farsea Gem,Tier 2,420024,2022.09.16
152,7,Level 10,Level 10 Farsea Gem,Tier 2,1999,2022.09.16
152,8,Level 9,Annihilation Gem,Tier 3,110000,2022.09.16
152,9,Level 6,Azure Gem,Tier 2,100,2022.09.16
152,10,Level 8,Annihilation Gem,Tier 3,29000,2022.09.16
153,1,Level 6,Azure Gem,Tier 2,50,2022.09.16
153,2,Level 8,Azure Gem,Tier 2,300,2022.09.16
153,3,Level 8,Farsea Gem,Tier 2,260,2022.09.16
153,4,Level 7,FarseaGem,Tier 2,114,2022.09.16
153,5,Level 7,Farsea Gem,Tier 2,50,2022.09.16
153,6,Level 8,Annihilation Gem,Tier 3,28000,2022.09.16
153,7,Level 8,Farsea Gem,Tier 2,300,2022.09.16
153,8,Level 7,FarseaGem,Tier 2,290,2022.09.16
153,9,Level 7,Farsea Gem,Tier 2,249,2022.09.16
153,10,Level 8,Crimson Flame Gem,Tier 3,25000,2022.09.16
154,1,Level 8,Crimson Flame Gem,Tier 3,28999,2022.09.16
154,2,Level 8,Annihilation Gem,Tier 3,28500,2022.09.15
154,3,Level 7,Azure Gem,Tier 2,150,2022.09.15
154,4,Level 8,Crimson Flame Gem,Tier 3,29999,2022.09.15
154,5,Level 8,Annihilation Gem,Tier 3,27000,2022.09.15
154,6,Level 8,Annihilation Gem,Tier 3,29150,2022.09.15
154,7,Level 7,Farsea Gem,Tier 2,80,2022.09.15
154,8,Level 7,Farsea Gem,Tier 2,80,2022.09.15
154,9,Level 6,Farsea Gem,Tier 2,237,2022.09.15
154,10,Level 8,FarseaGem,Tier 2,300,2022.09.15
155,1,Level 8,Farsea Gem,Tier 2,126,2022.09.15
155,2,Level 8,Annihilation Gem,Tier 3,27499,2022.09.15
155,3,Level 9,Annihilation Gem,Tier 3,99999,2022.09.15
155,4,Level 6,Farsea Gem,Tier 2,2,2022.09.15
155,5,Level 6,Azure Gem,Tier 2,2,2022.09.15
155,6,Level 8,Annihilation Gem,Tier 3,26250,2022.09.15
155,7,Level 9,Crimson Flame Gem,Tier 3,75000,2022.09.15
155,8,Level 8,Crimson Flame Gem,Tier 3,27000,2022.09.15
155,9,Level 10,Level 10 Annihilation Gem,Tier 3,450000,2022.09.15
155,10,Level 9,Crimson Flame Gem,Tier 3,84000,2022.09.15
156,1,Level 9,Azure Gem,Tier 2,1000,2022.09.15
156,2,Level 8,Azure Gem,Tier 2,121,2022.09.15
156,3,Level 8,Farsea Gem,Tier 2,121,2022.09.15
156,4,Level 7,Farsea Gem,Tier 2,50,2022.09.15
156,5,Level 8,Crimson Flame Gem,Tier 3,26800,2022.09.15
156,6,Level 6,Azure Gem,Tier 2,20,2022.09.15
156,7,Level 8,Azure Gem,Tier 2,70000,2022.09.15
156,8,Level 9,Crimson Flame Gem,Tier 3,81000,2022.09.15
156,9,Level 8,Annihilation Gem,Tier 3,27999,2022.09.15
156,10,Level 8,Annihilation Gem,Tier 3,27000,2022.09.15
157,1,Level 9,Crimson Flame Gem,Tier 3,80999,2022.09.15
157,2,Level 8,Azure Gem,Tier 2,250,2022.09.15
157,3,Level 9,Crimson Flame Gem,Tier 3,81000,2022.09.14
157,4,Level 8,Annihilation Gem,Tier 3,27000,2022.09.14
157,5,Level 8,Annihilation Gem,Tier 3,27000,2022.09.14
157,6,Level 8,Annihilation Gem,Tier 3,27000,2022.09.14
157,7,Level 9,Farsea Gem,Tier 2,500,2022.09.14
157,8,Level 8,Farsea Gem,Tier 2,115,2022.09.14
157,9,Level 6,Farsea Gem,Tier 2,10,2022.09.14
157,10,Level 8,Crimson Flame Gem,Tier 3,26990,2022.09.14
158,1,Level 8,Crimson Flame Gem,Tier 3,25723,2022.09.14
158,2,Level 9,Crimson Flame Gem,Tier 3,80000,2022.09.14
158,3,Level 8,Azure Gem,Tier 2,110,2022.09.14
158,4,Level 9,Annihilation Gem,Tier 3,99000,2022.09.14
158,5,Level 8,Azure Gem,Tier 2,115,2022.09.14
158,6,Level 8,Azure Gem,Tier 2,110,2022.09.14
158,7,Level 8,Azure Gem,Tier 2,100000,2022.09.14
158,8,Level 8,Azure Gem,Tier 2,50095,2022.09.14
158,9,Level 8,Annihilation Gem,Tier 3,26000,2022.09.14
158,10,Level 8,Crimson Flame Gem,Tier 3,26000,2022.09.14
159,1,Level 10,Level 10 Crimson Flame Gem,Tier 3,115000,2022.09.14
159,2,Level 10,Level 10 Crimson Flame Gem,Tier 3,130000,2022.09.14
159,3,Level 10,Level 10 Crimson Flame Gem,Tier 3,110000,2022.09.14
159,4,Level 7,FarseaGem,Tier 2,18000,2022.09.14
159,5,Level 10,Level 10 Crimson Flame Gem,Tier 3,104000,2022.09.14
159,6,Level 9,Annihilation Gem,Tier 3,98000,2022.09.13
159,7,Level 10,Level 10 Crimson Flame Gem,Tier 3,108000,2022.09.13
159,8,Level 8,FarseaGem,Tier 2,500,2022.09.13
159,9,Level 8,Azure Gem,Tier 2,20,2022.09.13
159,10,Level 8,Farsea Gem,Tier 2,20,2022.09.13
160,1,Level 8,Crimson Flame Gem,Tier 3,26000,2022.09.13
160,2,Level 8,Annihilation Gem,Tier 3,26000,2022.09.13
160,3,Level 8,Crimson Flame Gem,Tier 3,26000,2022.09.13
160,4,Level 8,Annihilation Gem,Tier 3,26000,2022.09.13
160,5,Level 8,Azure Gem,Tier 2,399,2022.09.13
160,6,Level 8,Annihilation Gem,Tier 3,27000,2022.09.13
160,7,Level 8,Annihilation Gem,Tier 3,28000,2022.09.13
160,8,Level 8,Crimson Flame Gem,Tier 3,28000,2022.09.13
160,9,Level 9,Crimson Flame Gem,Tier 3,80000,2022.09.13
160,10,Level 9,Annihilation Gem,Tier 3,95000,2022.09.13
161,1,Level 8,Azure Gem,Tier 2,199,2022.09.12
161,2,Level 9,Annihilation Gem,Tier 3,95000,2022.09.12
161,3,Level 8,Annihilation Gem,Tier 3,27500,2022.09.12
161,4,Level 8,FarseaGem,Tier 2,230,2022.09.12
161,5,Level 8,Annihilation Gem,Tier 3,35777,2022.09.12
161,6,Level 8,Azure Gem,Tier 2,200,2022.09.12
161,7,Level 9,Crimson Flame Gem,Tier 3,75000,2022.09.12
161,8,Level 9,Crimson Flame Gem,Tier 3,75800,2022.09.12
161,9,Level 9,Crimson Flame Gem,Tier 3,75000,2022.09.12
161,10,Level 8,Azure Gem,Tier 2,600,2022.09.11
162,1,Level 8,Farsea Gem,Tier 2,400,2022.09.11
162,2,Level 8,Azure Gem,Tier 2,299,2022.09.11
162,3,Level 8,Azure Gem,Tier 2,299,2022.09.11
162,4,Level 8,Azure Gem,Tier 2,299,2022.09.11
162,5,Level 9,Crimson Flame Gem,Tier 3,75000,2022.09.11
162,6,Level 10,Level 10 Crimson Flame Gem,Tier 3,109999,2022.09.11
162,7,Level 10,Level 10 Crimson Flame Gem,Tier 3,110000,2022.09.11
162,8,Level 10,Level 10 Crimson Flame Gem,Tier 3,95000,2022.09.11
162,9,Level 9,Crimson Flame Gem,Tier 3,75500,2022.09.11
162,10,Level 9,Crimson Flame Gem,Tier 3,76000,2022.09.11
163,1,Level 9,Crimson Flame Gem,Tier 3,67500,2022.09.11
163,2,Level 8,Azure Gem,Tier 2,1600,2022.09.11
163,3,Level 10,Level 10 Annihilation Gem,Tier 3,441000,2022.09.11
163,4,Level 8,Crimson Flame Gem,Tier 3,26500,2022.09.11
163,5,Level 8,Azure Gem,Tier 2,120000,2022.09.11
163,6,Level 9,Annihilation Gem,Tier 3,100000,2022.09.11
163,7,Level 8,Azure Gem,Tier 2,100052,2022.09.11
163,8,Level 8,Azure Gem,Tier 2,100051,2022.09.11
163,9,Level 9,Annihilation Gem,Tier 3,99999,2022.09.11
163,10,Level 10,Level 10 Annihilation Gem,Tier 3,400000,2022.09.11
164,1,Level 9,Crimson Flame Gem,Tier 3,78000,2022.09.10
164,2,Level 9,Annihilation Gem,Tier 3,99999,2022.09.10
164,3,Level 8,Azure Gem,Tier 2,120,2022.09.10
164,4,Level 9,Annihilation Gem,Tier 3,105000,2022.09.10
164,5,Level 9,Annihilation Gem,Tier 3,99999,2022.09.10
164,6,Level 9,Crimson Flame Gem,Tier 3,76800,2022.09.10
164,7,Level 9,Annihilation Gem,Tier 3,100000,2022.09.10
164,8,Level 9,Annihilation Gem,Tier 3,100000,2022.09.10
164,9,Level 9,Crimson Flame Gem,Tier 3,75500,2022.09.09
164,10,Level 9,Annihilation Gem,Tier 3,100000,2022.09.09
165,1,Level 8,Azure Gem,Tier 2,280,2022.09.09
165,2,Level 8,Azure Gem,Tier 2,200001,2022.09.08
165,3,Level 9,Annihilation Gem,Tier 3,110000,2022.09.08
165,4,Level 8,Azure Gem,Tier 2,150,2022.09.08
165,5,Level 8,Farsea Gem,Tier 2,18700,2022.09.08
165,6,Level 10,Level 10 Farsea Gem,Tier 2,1500,2022.09.08
165,7,Level 8,FarseaGem,Tier 2,500,2022.09.08
165,8,Level 8,FarseaGem,Tier 2,120,2022.09.08
